App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5924569,HDR,10/23/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924532,HDR,10/23/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926064,HDR,11/9/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5917358,HDR,8/26/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5923564,HDR,10/12/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925972,HDR,11/8/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922465,HDR,10/2/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5921726,HDR,9/26/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,12/13/2018 6:00
5928654,HDR,12/7/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928520,HDR,12/6/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5924764,HDR,10/25/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927842,HDR,11/29/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,12/13/2018 6:00
5889443,HDR,7/24/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922425,HDR,10/2/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5924595,HDR,10/24/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5921161,HDR,9/20/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,12/13/2018 6:00
5923339,HDR,10/11/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5919309,HDR,8/31/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5922141,HDR,9/29/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Not Applicable,12/13/2018 6:00
5926419,HDR,11/13/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927180,HDR,11/21/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924710,HDR,10/25/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5928071,HDR,12/3/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5928072,HDR,12/3/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5929318,HDR,12/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926597,HDR,11/14/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927144,HDR,11/20/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926365,HDR,11/12/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5928557,HDR,12/6/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5929046,HDR,12/10/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5929220,HDR,12/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928899,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928338,HDR,12/4/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5928057,HDR,12/3/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5927780,HDR,11/29/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5923509,HDR,10/12/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,12/13/2018 6:00
5920685,HDR,9/15/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5925839,HDR,11/7/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922904,HDR,10/6/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924681,HDR,10/24/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926430,HDR,11/13/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5923152,HDR,10/9/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5926957,HDR,11/19/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5924862,HDR,10/26/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5929202,HDR,12/11/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5929113,HDR,12/11/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5926263,HDR,11/11/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5923468,HDR,10/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926432,HDR,11/13/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922381,HDR,10/1/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924007,HDR,10/17/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,12/13/2018 6:00
5892839,HDR,8/4/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924931,HDR,10/28/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5921785,HDR,2/6/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5921385,HDR,9/22/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,12/13/2018 6:00
5928866,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926905,HDR,11/18/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5915343,HDR,8/24/2018,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5920651,HDR,9/15/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919965,HDR,9/8/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5920501,HDR,9/13/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926626,HDR,11/15/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5919967,HDR,9/8/2018,Denied,11/13/2018,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,12/13/2018 6:00
5928334,HDR,12/4/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5928842,HDR,12/9/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927773,HDR,11/29/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5926770,HDR,11/16/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5929023,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919716,HDR,9/6/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5919651,HDR,9/5/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5923484,HDR,10/12/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919835,HDR,9/6/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927631,HDR,11/27/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5921095,HDR,9/19/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5928346,HDR,12/4/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927324,HDR,11/23/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5928762,HDR,12/8/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5928683,HDR,12/7/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927252,HDR,11/21/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926509,HDR,11/14/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926943,HDR,11/18/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925952,HDR,11/8/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,12/13/2018 6:00
5927367,HDR,11/25/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5861767,HDR,3/26/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5923359,HDR,10/11/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,12/13/2018 6:00
5925764,HDR,11/6/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5927153,HDR,11/20/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5929203,HDR,12/11/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927471,HDR,11/26/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5929047,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5926737,HDR,11/16/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926873,HDR,11/17/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927275,HDR,11/23/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922764,HDR,10/4/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5923204,HDR,10/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5921774,PDR,4/28/1997,Incomplete,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Fingerprints needed,12/13/2018 6:00
5927556,HDR,11/27/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,12/13/2018 6:00
5927548,HDR,11/27/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5923801,HDR,10/15/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927077,HDR,11/19/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919502,HDR,9/4/2018,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5928254,HDR,12/4/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926345,HDR,11/12/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924989,HDR,10/29/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5920818,HDR,9/17/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5925731,HDR,11/5/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5928257,HDR,12/4/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5927856,HDR,11/30/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5926045,HDR,11/8/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925365,HDR,11/1/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925954,HDR,11/8/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922231,HDR,10/1/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5926981,HDR,11/19/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927979,HDR,12/2/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,12/13/2018 6:00
5925002,HDR,10/29/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926929,HDR,11/18/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5928061,HDR,12/3/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5920459,HDR,9/13/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5929215,HDR,12/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928909,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,12/13/2018 6:00
5921061,HDR,9/19/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928868,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926599,HDR,11/14/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926089,HDR,11/9/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5927576,PDR,11/27/2018,Under Review,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,12/13/2018 6:00
5920959,HDR,9/18/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924285,HDR,10/20/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,12/13/2018 6:00
5926334,HDR,11/12/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5929086,HDR,12/11/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927152,HDR,11/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927662,HDR,11/28/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926054,HDR,11/9/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928403,HDR,12/5/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5925647,HDR,11/5/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5928673,HDR,12/7/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925337,HDR,11/1/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5927718,HDR,11/28/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5923993,HDR,10/17/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
